Municipality,SWE
Fusa,"[127.5, 256.3999938964844, 358.20001220703125, 81.0, 172.3000030517578, 194.6999969482422, 273.5, 507.6000061035156, 214.40000915527344, 434.3999938964844, 72.9000015258789, 45.900001525878906, 251.6999969482422, 200.1999969482422, 58.60000228881836, 171.60000610351562, 95.80000305175781, 270.3000183105469, 303.1000061035156, 143.1999969482422, 351.8999938964844, 145.6999969482422, 77.80000305175781, 133.0, 273.0, 194.3000030517578, 463.3000183105469, 196.1999969482422]"
Granvin,"[86.20000457763672, 268.1000061035156, 160.90000915527344, 70.30000305175781, 115.5, 159.60000610351562, 113.5, 375.6000061035156, 147.90000915527344, 237.8000030517578, 49.29999923706055, 61.900001525878906, 247.8000030517578, 206.6999969482422, 60.10000228881836, 155.40000915527344, 30.700000762939453, 136.3000030517578, 202.1999969482422, 114.30000305175781, 300.5, 125.20000457763672, 80.20000457763672, 92.80000305175781, 140.90000915527344, 254.1999969482422, 147.5, 87.0]"
Jondal,"[222.3000030517578, 569.4000244140625, 224.6999969482422, 76.5999984741211, 288.3000183105469, 294.6000061035156, 412.8999938964844, 638.5, 277.8000183105469, 461.3999938964844, 151.40000915527344, 67.9000015258789, 387.70001220703125, 364.8000183105469, 308.1000061035156, 302.5, 124.0999984741211, 209.90000915527344, 387.3000183105469, 244.1999969482422, 664.0, 262.0, 445.3000183105469, 332.8000183105469, 276.6000061035156, 417.20001220703125, 295.6000061035156, 164.10000610351562]"
Kvam,"[1024.7000732421875, 1361.800048828125, 673.4000244140625, 828.6000366210938, 1172.2000732421875, 802.1000366210938, 1995.0999755859375, 1675.2000732421875, 686.4000244140625, 1108.0, 1577.9000244140625, 787.7999877929688, 1464.9000244140625, 1343.0999755859375, 1626.5999755859375, 1624.0999755859375, 684.7999877929688, 884.7000122070312, 1091.5, 943.2000122070312, 1803.5, 1469.0999755859375, 1953.4000244140625, 1209.800048828125, 947.1000366210938, 1116.2000732421875, 1029.5, 1073.4000244140625]"
Kvinnherad,"[595.5, 1190.2000732421875, 593.4000244140625, 557.9000244140625, 771.1000366210938, 610.2999877929688, 1402.0999755859375, 1189.4000244140625, 622.9000244140625, 917.2000122070312, 936.7000122070312, 490.8000183105469, 661.5, 853.4000244140625, 976.1000366210938, 1222.9000244140625, 402.3999938964844, 527.2999877929688, 603.9000244140625, 572.1000366210938, 1102.800048828125, 833.2000122070312, 1256.2000732421875, 601.2000122070312, 587.1000366210938, 766.0, 618.2000122070312, 492.3000183105469]"
Lindås,"[53.29999923706055, 59.70000076293945, 47.10000228881836, 29.80000114440918, 33.10000228881836, 78.5, 59.900001525878906, 144.1999969482422, 80.80000305175781, 173.5, 54.29999923706055, 20.600000381469727, 65.70000457763672, 25.899999618530273, 39.900001525878906, 51.29999923706055, 49.900001525878906, 68.5, 157.8000030517578, 66.80000305175781, 107.5999984741211, 73.4000015258789, 70.9000015258789, 36.0, 168.3000030517578, 92.80000305175781, 216.6999969482422, 52.79999923706055]"
Masfjorden,"[190.8000030517578, 380.0, 286.20001220703125, 89.20000457763672, 246.10000610351562, 333.20001220703125, 297.1000061035156, 812.7000122070312, 222.1999969482422, 526.5, 83.0, 26.899999618530273, 244.90000915527344, 182.1999969482422, 85.5, 172.3000030517578, 151.90000915527344, 229.5, 361.3000183105469, 165.3000030517578, 406.3000183105469, 169.0, 115.9000015258789, 180.6999969482422, 373.1000061035156, 293.5, 481.3000183105469, 234.90000915527344]"
Meland,"[28.30000114440918, 38.400001525878906, 15.600000381469727, 20.5, 49.29999923706055, 41.5, 50.29999923706055, 147.40000915527344, 35.400001525878906, 118.0, 52.29999923706055, 23.200000762939453, 40.10000228881836, 11.699999809265137, 24.30000114440918, 29.5, 24.5, 32.70000076293945, 107.0999984741211, 41.20000076293945, 72.5, 44.5, 27.399999618530273, 17.899999618530273, 90.5999984741211, 84.0999984741211, 135.6999969482422, 47.29999923706055]"
Modalen,"[1232.300048828125, 1610.0999755859375, 977.4000244140625, 948.2000122070312, 1406.2000732421875, 945.4000244140625, 2312.900146484375, 1919.2000732421875, 820.4000244140625, 1219.4000244140625, 1650.300048828125, 883.7000122070312, 1675.0999755859375, 1605.800048828125, 1999.0, 2208.60009765625, 900.2999877929688, 838.4000244140625, 1402.0, 1189.7000732421875, 2292.5, 1623.9000244140625, 2256.60009765625, 1746.7000732421875, 1071.2000732421875, 1157.5999755859375, 1417.5999755859375, 1179.9000244140625]"
Odda,"[522.4000244140625, 1207.300048828125, 451.1000061035156, 500.3999938964844, 666.0, 529.4000244140625, 1330.300048828125, 929.7999877929688, 466.1000061035156, 790.4000244140625, 893.4000244140625, 369.6000061035156, 517.6000366210938, 677.9000244140625, 671.9000244140625, 1064.9000244140625, 368.8000183105469, 569.7000122070312, 495.8999938964844, 555.5, 1326.5, 656.7000122070312, 1121.4000244140625, 574.4000244140625, 505.5, 689.7000122070312, 439.8999938964844, 339.3000183105469]"
Os,"[58.400001525878906, 154.40000915527344, 218.10000610351562, 29.80000114440918, 50.70000076293945, 141.40000915527344, 107.0999984741211, 276.70001220703125, 115.0, 280.1000061035156, 66.0999984741211, 46.79999923706055, 156.10000610351562, 83.4000015258789, 47.0, 115.5999984741211, 116.4000015258789, 188.0, 250.90000915527344, 98.9000015258789, 156.0, 112.9000015258789, 98.0999984741211, 67.4000015258789, 275.3000183105469, 165.60000610351562, 399.8000183105469, 138.0]"
Osterøy,"[349.5, 1139.800048828125, 621.1000366210938, 527.6000366210938, 727.0, 659.7999877929688, 1084.0999755859375, 922.4000244140625, 547.9000244140625, 845.2999877929688, 744.5, 393.5, 436.3000183105469, 528.5, 563.2000122070312, 931.1000366210938, 519.4000244140625, 421.6000061035156, 510.8999938964844, 604.2999877929688, 1086.9000244140625, 692.1000366210938, 1048.2000732421875, 520.1000366210938, 340.20001220703125, 616.2999877929688, 480.3999938964844, 342.8999938964844]"
Voss,"[157.1999969482422, 494.3000183105469, 307.8999938964844, 88.80000305175781, 266.3000183105469, 188.10000610351562, 254.1999969482422, 565.5, 228.3000030517578, 397.8000183105469, 176.90000915527344, 56.10000228881836, 284.5, 261.3999938964844, 172.8000030517578, 298.1000061035156, 144.90000915527344, 191.90000915527344, 272.20001220703125, 307.6000061035156, 625.2999877929688, 196.10000610351562, 346.6000061035156, 203.5, 231.60000610351562, 338.1000061035156, 239.60000610351562, 155.5]"
Øygarden,"[29.5, 33.900001525878906, 18.5, 14.800000190734863, 37.10000228881836, 44.79999923706055, 48.400001525878906, 92.0, 71.0, 111.5, 51.5, 26.399999618530273, 27.899999618530273, 6.700000286102295, 20.899999618530273, 32.60000228881836, 18.200000762939453, 51.10000228881836, 88.70000457763672, 25.0, 81.5999984741211, 39.60000228881836, 21.0, 33.60000228881836, 52.29999923706055, 94.9000015258789, 145.90000915527344, 35.900001525878906]"
Ullensvang,"[94.0999984741211, 104.70000457763672, 146.10000610351562, 31.399999618530273, 73.5999984741211, 129.8000030517578, 159.0, 202.6999969482422, 91.5, 135.90000915527344, 38.10000228881836, 47.5, 165.90000915527344, 104.5999984741211, 31.30000114440918, 55.79999923706055, 42.79999923706055, 119.0999984741211, 72.4000015258789, 58.900001525878906, 65.0999984741211, 62.20000076293945, 36.79999923706055, 24.80000114440918, 93.20000457763672, 87.0999984741211, 185.1999969482422, 58.70000076293945]"
Alver,"[53.60000228881836, 48.0, 30.30000114440918, 22.600000381469727, 28.5, 71.9000015258789, 50.10000228881836, 125.5, 69.20000457763672, 141.0, 43.60000228881836, 22.80000114440918, 70.4000015258789, 22.200000762939453, 46.60000228881836, 38.5, 29.100000381469727, 65.20000457763672, 134.6999969482422, 59.400001525878906, 99.0999984741211, 56.10000228881836, 68.0999984741211, 25.0, 99.30000305175781, 87.0999984741211, 186.40000915527344, 47.29999923706055]"
Vaksdal,"[130.8000030517578, 396.1000061035156, 252.0, 89.20000457763672, 253.8000030517578, 204.40000915527344, 287.1000061035156, 531.6000366210938, 157.8000030517578, 369.70001220703125, 90.70000457763672, 66.70000457763672, 364.70001220703125, 317.6000061035156, 96.0, 210.10000610351562, 119.80000305175781, 312.3999938964844, 231.10000610351562, 233.60000610351562, 585.7999877929688, 206.90000915527344, 177.5, 138.6999969482422, 220.0, 287.3000183105469, 430.8000183105469, 256.20001220703125]"
Samnanger,"[87.4000015258789, 69.30000305175781, 116.70000457763672, 22.700000762939453, 60.900001525878906, 74.20000457763672, 92.0, 183.60000610351562, 123.0, 180.3000030517578, 44.60000228881836, 29.0, 83.0999984741211, 47.0, 47.20000076293945, 47.70000076293945, 34.29999923706055, 73.20000457763672, 116.30000305175781, 42.29999923706055, 137.3000030517578, 93.9000015258789, 61.70000076293945, 36.70000076293945, 179.60000610351562, 135.90000915527344, 280.5, 65.4000015258789]"
Ulvik,"[147.0, 324.8999938964844, 149.0, 65.4000015258789, 103.0, 179.6999969482422, 128.40000915527344, 398.8000183105469, 101.0, 218.5, 55.5, 46.900001525878906, 286.6000061035156, 243.60000610351562, 37.900001525878906, 204.8000030517578, 27.200000762939453, 130.10000610351562, 209.1999969482422, 175.6999969482422, 295.3999938964844, 110.30000305175781, 90.30000305175781, 63.79999923706055, 122.80000305175781, 178.5, 105.9000015258789, 65.80000305175781]"
Sveio,"[10.699999809265137, 27.5, 12.199999809265137, 8.800000190734863, 18.0, 35.60000228881836, 11.5, 86.5, 65.30000305175781, 76.5999984741211, 41.70000076293945, 15.40000057220459, 31.0, 2.9000000953674316, 7.400000095367432, 51.29999923706055, 18.80000114440918, 31.200000762939453, 65.5, 54.5, 46.29999923706055, 27.30000114440918, 39.29999923706055, 19.399999618530273, 54.79999923706055, 38.60000228881836, 66.4000015258789, 31.200000762939453]"
Stord,"[29.700000762939453, 79.20000457763672, 50.5, 20.80000114440918, 15.699999809265137, 67.70000457763672, 60.5, 121.0999984741211, 75.4000015258789, 72.0999984741211, 60.60000228881836, 14.600000381469727, 86.5999984741211, 16.30000114440918, 16.700000762939453, 61.900001525878906, 65.70000457763672, 46.70000076293945, 93.30000305175781, 98.20000457763672, 83.0, 62.0, 42.79999923706055, 40.0, 84.30000305175781, 47.20000076293945, 102.70000457763672, 47.10000228881836]"
Tysnes,"[23.80000114440918, 62.900001525878906, 44.0, 17.600000381469727, 17.899999618530273, 54.10000228881836, 50.79999923706055, 132.0, 94.30000305175781, 115.20000457763672, 45.20000076293945, 25.899999618530273, 57.10000228881836, 11.5, 48.60000228881836, 94.70000457763672, 21.200000762939453, 55.60000228881836, 157.8000030517578, 56.900001525878906, 82.5, 49.10000228881836, 50.70000076293945, 44.10000228881836, 92.80000305175781, 80.20000457763672, 150.0, 65.20000457763672]"
Askvoll,"[71.5999984741211, 76.30000305175781, 51.20000076293945, 35.79999923706055, 55.20000076293945, 98.80000305175781, 52.29999923706055, 91.5999984741211, 86.80000305175781, 103.5999984741211, 32.60000228881836, 14.5, 66.5999984741211, 22.200000762939453, 11.800000190734863, 42.400001525878906, 41.79999923706055, 96.30000305175781, 90.80000305175781, 86.4000015258789, 127.20000457763672, 66.5, 53.70000076293945, 30.899999618530273, 189.5, 262.8999938964844, 311.5, 49.79999923706055]"
Aurland,"[67.30000305175781, 162.0, 69.20000457763672, 42.20000076293945, 98.70000457763672, 133.10000610351562, 85.9000015258789, 135.90000915527344, 34.900001525878906, 39.900001525878906, 31.600000381469727, 13.800000190734863, 103.5999984741211, 49.900001525878906, 17.80000114440918, 127.70000457763672, 15.5, 22.600000381469727, 54.79999923706055, 201.90000915527344, 311.0, 79.30000305175781, 51.20000076293945, 44.5, 150.10000610351562, 87.80000305175781, 67.5999984741211, 35.60000228881836]"
Bremanger,"[201.1999969482422, 410.8000183105469, 217.0, 94.5999984741211, 417.8000183105469, 290.3999938964844, 262.20001220703125, 739.9000244140625, 443.8000183105469, 700.9000244140625, 172.1999969482422, 56.29999923706055, 324.20001220703125, 252.10000610351562, 117.0999984741211, 266.20001220703125, 198.3000030517578, 193.90000915527344, 262.70001220703125, 131.40000915527344, 354.3000183105469, 189.1999969482422, 136.0, 107.70000457763672, 240.6999969482422, 381.0, 557.7000122070312, 113.0]"
Stad,"[137.5, 235.10000610351562, 142.3000030517578, 81.9000015258789, 183.6999969482422, 103.5, 163.5, 360.0, 208.3000030517578, 323.70001220703125, 98.70000457763672, 84.5, 201.8000030517578, 114.0999984741211, 90.4000015258789, 221.0, 105.0, 140.40000915527344, 180.60000610351562, 96.70000457763672, 234.6999969482422, 122.5999984741211, 118.9000015258789, 32.29999923706055, 201.8000030517578, 281.20001220703125, 350.5, 82.5]"
Fjaler,"[96.5, 116.0, 79.20000457763672, 40.60000228881836, 56.60000228881836, 212.6999969482422, 96.5999984741211, 345.8000183105469, 161.10000610351562, 259.70001220703125, 69.80000305175781, 17.600000381469727, 111.0999984741211, 27.399999618530273, 63.5, 140.10000610351562, 98.5999984741211, 123.4000015258789, 137.6999969482422, 82.4000015258789, 154.3000030517578, 87.20000457763672, 77.70000457763672, 39.900001525878906, 248.6999969482422, 187.8000030517578, 411.0, 66.4000015258789]"
Kinn,"[82.30000305175781, 87.5999984741211, 41.400001525878906, 44.79999923706055, 71.5999984741211, 121.0, 48.900001525878906, 87.0, 108.5999984741211, 126.9000015258789, 46.10000228881836, 10.90000057220459, 77.5999984741211, 29.399999618530273, 30.200000762939453, 72.0999984741211, 57.900001525878906, 111.30000305175781, 97.70000457763672, 79.4000015258789, 127.9000015258789, 111.0999984741211, 47.0, 29.5, 108.30000305175781, 143.10000610351562, 102.5999984741211, 65.5999984741211]"
Førde,"[91.9000015258789, 169.60000610351562, 50.60000228881836, 55.400001525878906, 104.80000305175781, 95.9000015258789, 130.40000915527344, 380.0, 148.10000610351562, 312.6000061035156, 67.70000457763672, 20.600000381469727, 137.60000610351562, 59.29999923706055, 49.20000076293945, 112.20000457763672, 63.400001525878906, 114.5, 123.70000457763672, 36.5, 149.3000030517578, 119.30000305175781, 94.30000305175781, 36.70000076293945, 227.10000610351562, 260.0, 400.1000061035156, 81.9000015258789]"
Gaular,"[316.8000183105469, 939.0, 364.3000183105469, 467.8999938964844, 839.2000122070312, 446.3000183105469, 1244.7000732421875, 1013.1000366210938, 620.2999877929688, 694.5, 807.2000122070312, 378.3999938964844, 731.5, 906.0, 972.4000244140625, 1244.800048828125, 497.3000183105469, 407.8999938964844, 802.2000122070312, 830.6000366210938, 1591.800048828125, 846.4000244140625, 1476.800048828125, 1073.9000244140625, 684.6000366210938, 868.7000122070312, 768.4000244140625, 697.1000366210938]"
Gloppen,"[101.80000305175781, 217.6999969482422, 110.0999984741211, 89.0, 117.0999984741211, 107.5, 122.5, 409.3999938964844, 165.8000030517578, 450.70001220703125, 113.5999984741211, 40.60000228881836, 251.5, 186.0, 66.80000305175781, 158.1999969482422, 68.9000015258789, 87.5999984741211, 224.6999969482422, 267.70001220703125, 431.1000061035156, 83.20000457763672, 151.40000915527344, 59.0, 153.90000915527344, 253.6999969482422, 323.6000061035156, 55.79999923706055]"
Gulen,"[312.3999938964844, 728.2999877929688, 386.20001220703125, 274.70001220703125, 603.0, 535.2000122070312, 491.3999938964844, 1054.2000732421875, 382.8000183105469, 884.2999877929688, 206.3000030517578, 68.9000015258789, 519.0, 481.70001220703125, 277.70001220703125, 300.20001220703125, 315.1000061035156, 331.70001220703125, 721.1000366210938, 408.0, 894.7999877929688, 477.3999938964844, 367.20001220703125, 482.8999938964844, 434.8000183105469, 743.4000244140625, 599.2000122070312, 329.8999938964844]"
Hornindal,"[629.9000244140625, 1059.7000732421875, 544.5, 731.0, 1219.5999755859375, 475.20001220703125, 1107.5, 1550.300048828125, 565.5, 818.4000244140625, 1036.7000732421875, 619.2999877929688, 1105.9000244140625, 933.0, 1138.4000244140625, 1675.5999755859375, 593.7000122070312, 532.6000366210938, 858.5, 782.7999877929688, 1668.2000732421875, 1014.4000244140625, 1436.4000244140625, 1233.0, 685.7999877929688, 777.2000122070312, 1094.0, 807.7000122070312]"
Hyllestad,"[155.0, 352.3000183105469, 236.60000610351562, 163.10000610351562, 317.3999938964844, 334.5, 276.6000061035156, 760.1000366210938, 198.1999969482422, 604.4000244140625, 92.9000015258789, 19.399999618530273, 368.3000183105469, 311.8000183105469, 149.10000610351562, 231.6999969482422, 208.1999969482422, 233.3000030517578, 341.70001220703125, 178.8000030517578, 386.3000183105469, 142.1999969482422, 119.0, 216.0, 303.20001220703125, 466.3999938964844, 460.5, 161.90000915527344]"
Høyanger,"[87.30000305175781, 177.0, 92.30000305175781, 34.900001525878906, 107.80000305175781, 182.40000915527344, 141.90000915527344, 454.70001220703125, 165.8000030517578, 329.8000183105469, 58.79999923706055, 15.600000381469727, 158.10000610351562, 81.70000457763672, 56.900001525878906, 142.5, 88.5999984741211, 135.0, 137.6999969482422, 52.0, 122.0, 104.4000015258789, 87.4000015258789, 52.60000228881836, 305.3999938964844, 320.3000183105469, 363.8000183105469, 76.0]"
Jølster,"[205.3000030517578, 931.7000122070312, 303.20001220703125, 397.70001220703125, 675.0, 441.3999938964844, 967.5, 1176.4000244140625, 486.1000061035156, 910.0, 632.4000244140625, 308.8000183105469, 505.20001220703125, 639.4000244140625, 641.7000122070312, 1171.4000244140625, 506.1000061035156, 359.8000183105469, 544.1000366210938, 779.6000366210938, 1463.800048828125, 711.7000122070312, 988.4000244140625, 782.4000244140625, 478.8999938964844, 692.2999877929688, 565.2000122070312, 622.9000244140625]"
Leikanger,"[40.70000076293945, 175.8000030517578, 88.5, 30.200000762939453, 109.80000305175781, 129.60000610351562, 109.80000305175781, 339.5, 120.9000015258789, 194.3000030517578, 97.9000015258789, 12.199999809265137, 270.1000061035156, 201.40000915527344, 45.5, 228.40000915527344, 42.29999923706055, 121.0, 43.900001525878906, 217.6999969482422, 379.1000061035156, 107.5999984741211, 90.30000305175781, 82.9000015258789, 334.6000061035156, 229.90000915527344, 214.90000915527344, 109.4000015258789]"
Luster,"[1029.2000732421875, 1137.7000732421875, 524.9000244140625, 871.5, 1316.2000732421875, 813.0, 1974.800048828125, 1711.2000732421875, 650.1000366210938, 924.4000244140625, 1427.0, 947.0, 1299.4000244140625, 835.7000122070312, 1093.7000732421875, 1517.2000732421875, 381.70001220703125, 523.9000244140625, 867.7999877929688, 780.4000244140625, 1345.4000244140625, 653.2000122070312, 1324.300048828125, 1117.5, 596.9000244140625, 589.4000244140625, 845.0, 686.2999877929688]"
Lærdal,"[37.29999923706055, 108.30000305175781, 34.79999923706055, 20.30000114440918, 55.70000076293945, 74.30000305175781, 56.79999923706055, 93.80000305175781, 39.5, 42.29999923706055, 67.5, 11.40000057220459, 75.9000015258789, 25.200000762939453, 15.199999809265137, 151.90000915527344, 12.90000057220459, 91.5, 63.400001525878906, 217.10000610351562, 318.8000183105469, 131.5, 43.5, 80.20000457763672, 100.70000457763672, 47.10000228881836, 32.400001525878906, 38.29999923706055]"
Naustdal,"[61.60000228881836, 140.3000030517578, 40.400001525878906, 36.29999923706055, 65.20000457763672, 71.80000305175781, 74.30000305175781, 223.60000610351562, 115.30000305175781, 194.8000030517578, 60.70000076293945, 18.700000762939453, 49.5, 9.90000057220459, 40.900001525878906, 87.20000457763672, 69.0, 60.70000076293945, 109.80000305175781, 40.60000228881836, 112.20000457763672, 85.80000305175781, 75.20000457763672, 34.0, 156.10000610351562, 132.60000610351562, 303.3999938964844, 61.70000076293945]"
Sogndal,"[93.30000305175781, 210.6999969482422, 113.9000015258789, 44.0, 133.90000915527344, 177.90000915527344, 118.9000015258789, 344.1000061035156, 105.30000305175781, 232.40000915527344, 89.70000457763672, 31.399999618530273, 295.1000061035156, 237.90000915527344, 112.4000015258789, 236.8000030517578, 58.5, 107.0, 118.9000015258789, 482.1000061035156, 681.5, 288.8000183105469, 94.20000457763672, 175.3000030517578, 289.3999938964844, 231.90000915527344, 162.5, 113.4000015258789]"
Solund,"[89.4000015258789, 95.70000457763672, 84.0999984741211, 54.29999923706055, 79.5, 271.8000183105469, 87.9000015258789, 165.10000610351562, 129.0, 219.6999969482422, 53.29999923706055, 34.20000076293945, 64.5999984741211, 25.30000114440918, 35.60000228881836, 58.900001525878906, 52.29999923706055, 118.30000305175781, 212.40000915527344, 100.0999984741211, 132.1999969482422, 137.1999969482422, 37.29999923706055, 47.900001525878906, 214.40000915527344, 140.40000915527344, 230.0, 67.0]"
Stryn,"[63.79999923706055, 173.40000915527344, 97.0999984741211, 56.10000228881836, 84.80000305175781, 82.9000015258789, 143.40000915527344, 373.0, 110.30000305175781, 192.6999969482422, 80.30000305175781, 40.70000076293945, 239.1999969482422, 174.6999969482422, 60.60000228881836, 187.0, 91.0999984741211, 76.4000015258789, 202.6999969482422, 208.0, 476.3999938964844, 107.70000457763672, 119.5999984741211, 45.79999923706055, 178.5, 209.90000915527344, 378.3000183105469, 83.80000305175781]"
Vik,"[101.70000457763672, 465.20001220703125, 158.10000610351562, 86.80000305175781, 353.3999938964844, 295.8999938964844, 261.8000183105469, 483.8999938964844, 161.1999969482422, 192.3000030517578, 85.4000015258789, 28.0, 306.3000183105469, 274.6000061035156, 172.3000030517578, 360.6000061035156, 117.30000305175781, 146.60000610351562, 152.3000030517578, 360.0, 665.9000244140625, 402.8999938964844, 161.40000915527344, 298.6000061035156, 298.8999938964844, 232.60000610351562, 264.6000061035156, 155.90000915527344]"
Vågsøy,"[157.60000610351562, 170.1999969482422, 97.5999984741211, 74.70000457763672, 66.20000457763672, 174.40000915527344, 89.5, 175.8000030517578, 233.8000030517578, 181.3000030517578, 77.4000015258789, 7.0, 146.90000915527344, 46.29999923706055, 11.0, 74.5999984741211, 67.5999984741211, 177.90000915527344, 141.10000610351562, 103.70000457763672, 141.0, 157.40000915527344, 50.70000076293945, 29.80000114440918, 162.40000915527344, 210.5, 235.40000915527344, 83.0]"
Årdal,"[99.80000305175781, 356.5, 113.4000015258789, 43.10000228881836, 173.60000610351562, 180.8000030517578, 92.70000457763672, 251.3000030517578, 54.20000076293945, 132.3000030517578, 120.30000305175781, 12.5, 171.8000030517578, 121.70000457763672, 23.200000762939453, 154.5, 19.80000114440918, 158.40000915527344, 98.9000015258789, 304.3000183105469, 535.2999877929688, 98.20000457763672, 94.70000457763672, 81.0999984741211, 138.90000915527344, 126.5999984741211, 39.5, 140.60000610351562]"
Sunnfjord,"[67.5999984741211, 165.5, 53.900001525878906, 38.400001525878906, 75.9000015258789, 99.0, 83.70000457763672, 222.5, 132.0, 208.10000610351562, 54.20000076293945, 12.300000190734863, 76.80000305175781, 13.800000190734863, 47.79999923706055, 91.5, 112.20000457763672, 60.70000076293945, 122.20000457763672, 62.900001525878906, 130.40000915527344, 70.4000015258789, 79.70000457763672, 35.29999923706055, 133.8000030517578, 120.80000305175781, 317.3999938964844, 35.900001525878906]"
Aukra,"[127.5999984741211, 160.60000610351562, 170.90000915527344, 45.10000228881836, 50.400001525878906, 160.0, 73.5, 160.5, 99.30000305175781, 99.0999984741211, 94.4000015258789, 10.5, 161.6999969482422, 62.400001525878906, 27.399999618530273, 123.9000015258789, 63.79999923706055, 92.5999984741211, 123.5999984741211, 153.40000915527344, 211.3000030517578, 170.1999969482422, 56.60000228881836, 79.9000015258789, 212.1999969482422, 287.20001220703125, 109.0, 60.5]"
Aure,"[124.9000015258789, 241.6999969482422, 184.5, 51.70000076293945, 112.5, 273.5, 182.3000030517578, 444.8000183105469, 172.90000915527344, 325.5, 157.3000030517578, 47.79999923706055, 271.70001220703125, 218.1999969482422, 53.400001525878906, 209.10000610351562, 272.20001220703125, 133.0, 341.6000061035156, 163.5, 332.5, 204.1999969482422, 164.1999969482422, 147.10000610351562, 342.8999938964844, 436.8999938964844, 326.8999938964844, 77.0]"
Averøy,"[109.30000305175781, 116.30000305175781, 166.40000915527344, 45.20000076293945, 106.70000457763672, 212.60000610351562, 67.9000015258789, 114.9000015258789, 126.30000305175781, 115.9000015258789, 83.70000457763672, 13.100000381469727, 200.90000915527344, 123.5, 19.700000762939453, 147.3000030517578, 233.90000915527344, 90.5999984741211, 226.8000030517578, 88.70000457763672, 118.20000457763672, 168.3000030517578, 119.5999984741211, 41.5, 188.8000030517578, 310.8000183105469, 121.5, 41.0]"
Hustadvika,"[165.90000915527344, 316.6000061035156, 272.8999938964844, 141.0, 208.90000915527344, 298.3000183105469, 127.9000015258789, 384.20001220703125, 204.0, 358.70001220703125, 149.1999969482422, 34.60000228881836, 309.3999938964844, 250.8000030517578, 111.80000305175781, 252.3000030517578, 398.3000183105469, 129.6999969482422, 359.6000061035156, 258.6000061035156, 510.8000183105469, 238.0, 307.70001220703125, 259.5, 441.5, 451.3999938964844, 350.20001220703125, 246.10000610351562]"
Fræna,"[155.6999969482422, 414.20001220703125, 317.0, 119.20000457763672, 198.60000610351562, 322.8999938964844, 161.1999969482422, 491.6000061035156, 252.0, 348.70001220703125, 152.0, 22.899999618530273, 289.3999938964844, 235.5, 102.70000457763672, 221.90000915527344, 340.20001220703125, 167.0, 299.8999938964844, 324.5, 663.7000122070312, 286.6000061035156, 190.1999969482422, 163.40000915527344, 393.70001220703125, 457.8999938964844, 297.3000183105469, 208.1999969482422]"
Giske,"[95.5, 138.8000030517578, 154.1999969482422, 45.29999923706055, 76.5, 140.3000030517578, 48.400001525878906, 77.4000015258789, 184.0, 131.90000915527344, 93.80000305175781, 3.6000001430511475, 161.6999969482422, 60.20000076293945, 19.700000762939453, 80.4000015258789, 48.0, 98.9000015258789, 219.60000610351562, 147.10000610351562, 141.40000915527344, 198.60000610351562, 49.0, 56.10000228881836, 173.8000030517578, 323.3000183105469, 214.0, 152.40000915527344]"
Gjemnes,"[122.4000015258789, 129.10000610351562, 148.1999969482422, 54.79999923706055, 85.70000457763672, 195.40000915527344, 76.4000015258789, 153.1999969482422, 140.5, 169.40000915527344, 118.70000457763672, 19.899999618530273, 193.1999969482422, 119.0999984741211, 65.5, 199.5, 258.5, 132.5, 224.10000610351562, 98.5999984741211, 116.0999984741211, 167.5, 93.80000305175781, 43.60000228881836, 254.6999969482422, 329.20001220703125, 201.8000030517578, 51.0]"
Halsa,"[116.4000015258789, 240.6999969482422, 218.90000915527344, 91.80000305175781, 125.70000457763672, 257.20001220703125, 170.6999969482422, 469.5, 173.90000915527344, 329.20001220703125, 157.6999969482422, 38.900001525878906, 329.3999938964844, 274.0, 92.5, 336.5, 294.8999938964844, 153.0, 321.20001220703125, 172.90000915527344, 433.6000061035156, 208.5, 196.3000030517578, 144.60000610351562, 480.20001220703125, 361.3000183105469, 349.6000061035156, 110.0]"
Haram,"[186.90000915527344, 223.6999969482422, 230.3000030517578, 63.79999923706055, 83.0999984741211, 205.40000915527344, 96.0, 213.8000030517578, 231.40000915527344, 93.5, 84.0999984741211, 5.599999904632568, 130.6999969482422, 25.0, 64.20000457763672, 221.1999969482422, 83.0, 86.80000305175781, 93.20000457763672, 92.80000305175781, 97.0999984741211, 139.40000915527344, 40.400001525878906, 33.20000076293945, 133.10000610351562, 167.5, 65.5999984741211, 92.30000305175781]"
Hareid,"[142.6999969482422, 185.5, 188.10000610351562, 59.29999923706055, 69.70000457763672, 167.5, 74.80000305175781, 118.5, 246.6999969482422, 239.40000915527344, 101.5999984741211, 5.800000190734863, 229.10000610351562, 132.60000610351562, 58.20000076293945, 116.30000305175781, 70.0999984741211, 171.3000030517578, 286.20001220703125, 155.10000610351562, 116.0999984741211, 160.90000915527344, 57.29999923706055, 68.0999984741211, 200.1999969482422, 266.70001220703125, 204.90000915527344, 93.0999984741211]"
